POST DATE,VENDOR,DESCRIPTION,QTY,INVOICE AMT,,,,,
07/01/14,Staples,"Folder - Top Tab File W/ Fastener, 2/5 Right Tab Cut, Manila, LTR-size, 50/Bx ",4, $	84.28 ,,,,,
07/01/14,Staples,Tax,1, $	84.24 ,,,,,
07/01/14,Staples,Tax,1, $	82.15 ,,,,,
07/01/14,Staples,"First Aid - Band-Aid Sheer/Wet Flex Variety Pack, 280/Bx ",10, $	82.10 ,,,,,
07/01/14,Staples,"Post IT - Standard Tape Flags in Dispenser, Red, 1"" x 1 7/10"", 600/Bx ",5, $	80.60 ,,,,,
07/01/14,Staples,"Paper - LETTER-size, 20 lb., 8 1/2""H x 11""W, 500 Sheets/Rm ",20, $	80.40 ,,,,,
07/01/14,Staples,"Lamps - Halogen Desk Lamp, Brushed Steel, 19""H ",4, $	80.08 ,,,,,
07/09/14,Staples,"Mat - Black, Industrial Desk Plate Antifatigue, 24 x 36 ",2, $	78.82 ,,,,,
07/01/14,Staples,"Folder - Top Tab Classification, 2 Partitions/6 Fasteners, LTR size, Red, 20/Bx ",4, $	72.52 ,,,,,
07/01/14,Staples,"Paper - Colored Card Stock, 8 1/2"" x 11"", 65-lb, Plasma Pink™, 250/Pk ",10, $	71.30 ,,,,,
07/09/14,Staples,"Paper - Colored Copy Paper, 20 lb., 8 1/2"" x 11"", Lilac",4, $	68.00 ,,,,,
07/01/14,Staples,"First Aid - Advil Liqui-Gels, 50/Bx ",2, $	67.90 ,,,,,
07/01/14,Staples,"Mats - Crown Anti-Fatigue Floor Mat, Black, 24"" x 36"" ",2, $	65.96 ,,,,,
07/01/14,Staples,"Tape - Scotch Heavy-Duty Packaging, Clear, 1.88"" x 54.6 yds, 18 Refill Rolls/Pack ",1, $	65.86 ,,,,,
07/01/14,Staples,"Tape - Tape Refill 810, 3/4"" x 1,000"", 1"" Core, 20/Pk ",2, $	63.90 ,,,,,
07/01/14,Staples,"Labels - Return Address, 80 Per Sheet, White, 1/2""H x 1 3/4""W, 2,000 Labels/Pk ",10, $	63.80 ,,,,,
07/01/14,Staples,"Tape - Transparent Tape Refill 600, 3/4"" x 1296"", 1"" Core, 12/Pk ",4, $	63.80 ,,,,,
07/09/14,Staples,Toner - Ricoh 3320L Fax Machine,1, $	60.84 ,,,,,
07/09/14,Staples,Electric Letter Opener,1, $	58.41 ,,,,,
07/01/14,Staples,"Display - Multipurpose Six-Pocket Plastic Literature Display Rack, Clear ",5, $	57.00 ,,,,,
07/01/14,Staples,"Gloves - Disposable, Latex, Extra Large, Cream Color, Powder-Free, 1,000/Ct ",1, $	56.93 ,,,,,
07/01/14,Staples,"Post IT - Super Sticky Notes, 3"" x 5"", Canary Yellow, 12/Pk ",4, $	56.04 ,,,,,
07/01/14,Staples,"Cleaner - Disinfecting Wipes, Lemon & Lime Blossom Scent, 80 Wipes/Pk, 6/Ct ",2, $	55.94 ,,,,,
07/01/14,Staples,Tax,1, $	55.10 ,,,,,
07/01/14,Staples,"Markers - Mark-it Permanent Markers, Fine Point, Assorted Colors, 36/Pk ",4, $	54.72 ,,,,,
07/01/14,Staples,"Labels - DYMO White Return Address Labels, 3/4"" x 2"", 500/Roll, 1 Roll ",6, $	54.42 ,,,,,
07/09/14,Staples,"Cleaner - Lysol Wipes, Lemon & Lime Blossom Scent, 80 Wipes/Pk, 6/Ct ",, $	53.14 ,,,,,
07/01/14,Staples,"Tape - Tape Refill 810, 3/4"" x 1,000"", 1"" Core, 10/Pk ",3, $	52.95 ,,,,,
07/01/14,Staples,"Tags - Shipping Tag, #5, Plain, 4-3/4""x2-3/8"", Red, 1,000/Box ",2, $	52.68 ,,,,,
07/01/14,Staples,"Labels - Avery Shipping, 10 Per Sheet, White, 2""H x 4""W, 2,500/Bx ",1, $	52.58 ,,,,,
07/01/14,Staples,Tax,1, $	52.41 ,,,,,
07/01/14,Staples,"Tape - Painters Masking Tape, Blue, 1"" x 60 Yards ",16, $	52.32 ,,,,,
07/01/14,Staples,"Back Support - Impact ProGuard Standard, Black, Large Waist, 7""W ",2, $	51.88 ,,,,,
07/01/14,Staples,"Back Support - Impact ProGuard Standard, Black, Medium Waist, 7""W ",2, $	51.88 ,,,,,
07/01/14,Staples,"Paper - LEGAL-size, 20 lb., 8 1/2""H x 14""W, 5,000 Sheets/Ct ",1, $	51.81 ,,,,,
07/09/14,Staples,Tax,1, $	49.12 ,,,,,
07/09/14,Staples,"Easel - Aluminum Display, Supports 25 lbs., Silver, 66"" ",1, $	48.94 ,,,,,
07/01/14,Staples,"Labels - Avery Address, 1"" x 2 5/8"", White, 30 Per Sheet, 7,500/Bx ",1, $	48.20 ,,,,,
07/01/14,Staples,"Notebooks - Steno, White, Gregg Ruled, 6"" x 9"", 80 Sheets/Book, 12/Pk ",10, $	47.60 ,,,,,
07/01/14,Staples,"Labels - Avery Permanent File Folder, 30 Per Sht, Purple, 2/3""H x 3 7/16""W, 750/Pk ",4, $	47.28 ,,,,,
07/01/14,Staples,"Binders - Protect & Store View With Slant Ring, White, 500-Sheet Capacity, 2"" ",8, $	46.88 ,,,,,
07/01/14,Staples,"Envelopes - String & Button Two-Sided Std Inter-Dept, 10"" x 13"", Brown, 100/Ct ",2, $	46.60 ,,,,,
07/01/14,Staples,"Bags - Reclosable Small Parts Bags, 5 x 8, 1000 Bags/Carton ",1, $	46.44 ,,,,,
07/09/14,Staples,Paper - Astrobright Lift Off Lemon,5, $	45.70 ,,,,,
07/09/14,Staples,Tax,1, $	45.55 ,,,,,
07/01/14,Staples,"Folders - Hanging Box Btm, 2"", Standard Green, Lgl, Holds 8 1/2""H x 14""W, 25/Bx ",3, $	45.48 ,,,,,
07/01/14,Staples,"Folders - Hanging File, Standard Green, LEGAL-size Holds 8 1/2""H x 14""W, 50/Bx ",3, $	45.21 ,,,,,
07/01/14,Staples,Tax,1, $	43.88 ,,,,,
07/01/14,Staples,"Labels - Laser Business Cards, White, 2"" x 3 1/2"", 250/Pk ",6, $	43.86 ,,,,,
07/01/14,Staples,Tax,1, $	43.84 ,,,,,
07/01/14,Staples,"Labels - Avery Full Sheet Shipping, 1 Per Sheet, White, 8 1/2""H x 11""W, 100/Bx ",2, $	43.70 ,,,,,
07/01/14,Staples,"Labels - Full Sheet Shipping, 1 Per Sheet, White, 8 1/2""H x 11""W, 100 Labels/Bx ",2, $	43.70 ,,,,,
07/01/14,Staples,"Folders - Gold Foil Stamped Cert/Doc Covers, 80-lb. Linen, Burgundy, 6/Pack ",6, $	43.68 ,,,,,
07/01/14,Staples,"Badge Clip - Identification, 100/Pk ",6, $	42.60 ,,,,,
07/01/14,Staples,"Envelopes - Padded Mailers, #0, 5-7/8"" x 8-3/4"" ",1, $	42.58 ,,,,,
07/09/14,Staples,"Calendar - Desk Pad, 2015, 24 x 19",2, $	42.56 ,,,,,
07/09/14,Staples,Emergency - Personal Disaster Kit,1, $	40.81 ,,,,,
07/01/14,Staples,"Organizer - Mesh Deep-Drawer, Black, 2 1/2""H x 9 1/2""W x 7 1/2""D ",2, $	40.62 ,,,,,
07/01/14,Staples,"Paper - LEDGER-size, 20 lb., 11""H x 17""W, 2,500 Sheets/Ct ",1, $	40.37 ,,,,,
07/01/14,Staples,Tax,1, $	39.73 ,,,,,
07/09/14,Staples,"Labels - Avery 6582, 1 5/8"" Diameter, Clear, 500/Pk ",2, $	39.72 ,,,,,
07/01/14,Staples,"Folders - Hanging Box Btm, 2"", Standard Green, Ltr, Holds 8 1/2""H x 11""W, 25/Bx ",3, $	39.60 ,,,,,
07/01/14,Staples,"Sheet Protectors -Nonstick Top-Loading, Clear, 3.3 mil, 8 1/2"" x 11"", 200/Bx ",4, $	39.32 ,,,,,
07/09/14,Staples,"Paper - Pastels Recycled Copy, 8 1/2"" x 11"", 20 lb., Blue ",8, $	39.04 ,,,,,
07/01/14,Staples,"Batteries - Energizer Rechargeable AA Batteries, 4/Pk ",4, $	38.20 ,,,,,
07/01/14,Staples,"Board - Cork Bulletin Board, Oak Finish Frame, 4'W x 3'H ",1, $	38.15 ,,,,,
07/01/14,Staples,"Tape - Tatco Products Aisle Marking/Hazard Tape, 2"" x 108' ",4, $	38.00 ,,,,,
07/01/14,Staples,"Dividers - Insertable Tab Dividers, 8-Tab, Multicolor, 8 1/2"" x 11"", 6/Pk ",20, $	37.20 ,,,,,
07/01/14,Staples,"Labels - Avery Multipurpose, 30 Per Sheet, Magenta, 1""H x 2 5/8""W, 750/Pk ",4, $	37.08 ,,,,,
07/01/14,Staples,"Labels - High-Visibility, 10 Per Sheet, Assorted Neon Colors, 2""H x 4""W, 150/Pk ",5, $	36.60 ,,,,,
07/01/14,Staples,Tax,1, $	36.57 ,,,,,
07/01/14,Staples,"Labels - Avery Shipping, 6 Per Sheet, White, 3 1/3""H x 4""W, 600/Bx ",2, $	35.66 ,,,,,
07/01/14,Staples,"Tape - Tape Refill 810, 3/4"" x 1,000"", 1"" Core, 10/Pk ",2, $	35.30 ,,,,,
07/01/14,Staples,Tax,1, $	34.66 ,,,,,
07/01/14,Staples,Tax,1, $	33.66 ,,,,,
07/01/14,Staples,"Tape - Painters Masking Tape, Blue, 1"" x 60 Yards ",10, $	32.70 ,,,,,
07/01/14,Staples,"Laminating Pouches - Letter, 3 Mil, 9"" x 11 1/2"", 50/Pk ",20, $	32.60 ,,,,,
07/01/14,Staples,"Tape - Scotch Tape Refill 810, 3/4"" x 1,000"", 1"" Core, 20/Pk ",1, $	32.45 ,,,,,
07/01/14,Staples,"Tubes - White Mailing Tubes, 3"" x 36"" ",1, $	32.38 ,,,,,
07/01/14,Staples,"Glue Sticks - Washable Glue Sticks, Clear, .28 oz., 18/Pk ",6, $	30.06 ,,,,,
07/01/14,Staples,"Tape - ScotchBlue Painter's Tape, .94"" x 60 yards, 1 Roll ",9, $	29.43 ,,,,,
07/01/14,Staples,"Table - Rectangular Folding, Walnut/Dark Brown, 29 1/2""H x 48""W x 24""D ",1, $	29.37 ,,,,,
07/01/14,Staples,"Binders - Protect & Store View With Slant Ring, White, 500-Sheet Capacity, 2"" ",5, $	29.30 ,,,,,
07/01/14,Staples,Tax,1, $	28.73 ,,,,,
07/01/14,Staples,"Folders - Laminated Twin-Pocket Portfolios, White, 10/Pk ",4, $	28.64 ,,,,,
07/01/14,Staples,Tax,1, $	28.61 ,,,,,
07/01/14,Staples,"Mounting Squares - Permanent Mounting Squares, 1"" x 1"" ",25, $	28.00 ,,,,,
07/01/14,Staples,"Post IT - Assorted Flag, Assorted Bright Colors, 1"" x 1 7/10"", 200/Pk ",5, $	27.85 ,,,,,
07/09/14,Staples,"Paper - Pastel Colored Paper, Letter, 20 lb., Yellow, 500 Sheets/Rm",3, $	27.63 ,,,,,
07/09/14,Staples,"Fan -  Air Circulator, Black, 11 1/50""H x 10 87/100""W x 6 2/9""D",2, $	27.48 ,,,,,
07/01/14,Staples,"Pens - Extra Fine Point, 0.5 mm, Red Ink / Red and Green Barrel, 12/Pk ",2, $	26.78 ,,,,,
07/01/14,Staples,"Copyholder - Curved Desktop Copyholder, Black ",6, $	26.52 ,,,,,
07/09/14,Staples,"Key Holder - Black, Wrist Coil ",18, $	26.46 ,,,,,
07/01/14,Staples,"Cutting Board - Rotary Trimmer, 15"", 2 3/4""H x 11""W x 15""D ",1, $	26.40 ,,,,,
07/01/14,Staples,"Tags - Shipping Tag, #5, Plain, 4-3/4""x2-3/8"", Yellow, 1,000/Box ",1, $	26.34 ,,,,,
07/09/14,Staples,Tax,1, $	26.04 ,,,,,
07/01/14,Staples,"Folders - Top-Tab File, 1/3 Cut, Manila, LETTER-size Holds 8 1/2"" x 11"", 100/Bx ",13, $	25.61 ,,,,,
07/01/14,Staples,"Tabs - Avery Index Tabs with Printable Inserts, Clear, 1"", 25/Pk ",20, $	25.60 ,,,,,
07/01/14,Staples,Tax,1, $	25.50 ,,,,,
07/01/14,Staples,"Seals - Geographics Gold Seal Embossed, 2"" dia., 100/Pk ",6, $	25.26 ,,,,,
07/01/14,Staples,"Envelopes - Gummed Heavyweight Clasp, 10""W x 13""H, Manila, 100/Bx ",2, $	25.14 ,,,,,
07/01/14,Staples,"Folders - Colored Top-Tab File 1/3 Cut, Blue, LTR-size Holds 8 1/2"" x 11"", 100/Bx ",2, $	25.02 ,,,,,
07/01/14,Staples,Tax,1, $	24.28 ,,,,,
07/01/14,Staples,"Security Box - Fire Retardant Steel, Sand, 4""H x 12 3/4""W x 8 1/4""D ",2, $	24.14 ,,,,,
07/01/14,Staples,"Batteries - Energizer Family Battery Charger, Multiple Battery Sizes ",1, $	23.99 ,,,,,
07/01/14,Staples,"Pens - Uni-ball Stick Rollerball, Micro Point, 0.5 mm, Blue Ink / Black Barrel, 12/Pk ",6, $	23.52 ,,,,,
07/01/14,Staples,"Labels - Name Badge, 8 per Sheet, White (No Border), 2 1/3"" x 3 3/8"", 160/Pk ",2, $	23.44 ,,,,,
07/01/14,Staples,"Notebook - 1-Subject Notebook, 8 1/2"" x 11"", College Ruled, 100 Sheets ",8, $	23.36 ,,,,,
07/01/14,Staples,Calculator - SPL-230 8-Digit Display Calculator ,5, $	22.80 ,,,,,
07/01/14,Staples,Tax,1, $	22.74 ,,,,,
07/01/14,Staples,"Cold Pack - Reusable Cold Pack, 4"" x 10"", 1/Bx ",4, $	21.44 ,,,,,
07/01/14,Staples,"Labels - Laser Address  14 Per Sheet, White, 1 1/3""H x 4""W, 1,400/Bx ",1, $	21.22 ,,,,,
07/01/14,Staples,"Markers - Sanford Magnum Permanent Marker, Jumbo Chisel Point, Red ",12, $	20.88 ,,,,,
07/09/14,Staples,Tax,1, $	20.81 ,,,,,
07/01/14,Staples,"Scissors - Non-Stick Titanium Bonded® Straight Scissors, 8"" ",4, $	20.80 ,,,,,
07/01/14,Staples,"Folders - Hanging File, 1/3 Cut, Std Green, LTR-size Holds 8 1/2""H x 11""W, 25/Bx ",3, $	20.55 ,,,,,
07/09/14,Staples,Tax,1, $	20.32 ,,,,,
07/09/14,Staples,Tax,1, $	20.26 ,,,,,
07/01/14,Staples,Tax,1, $	19.98 ,,,,,
07/01/14,Staples,"Markers - Sanford Tank-Style Highlighters, Blue, 12/Pk ",4, $	19.88 ,,,,,
07/01/14,Staples,"Markers - Sanford Tank Highlighters, Chisel Tip, Yellow Ink, 12/Pk ",4, $	19.88 ,,,,,
07/01/14,Staples,"Markers - Sanford Tank-Style Highlighters, Fluorescent Green, 12/Pk ",4, $	19.88 ,,,,,
07/01/14,Staples,"Tape - Painters' Masking Tape, Blue, 1"" x 60 Yards",6, $	19.62 ,,,,,
07/01/14,Staples,Dust Masks - 5/Pk ,5, $	19.60 ,,,,,
07/01/14,Staples,"Batteries - Duracell PRO-CELL AAA Cell Batteries, 24/Pk ",2, $	19.58 ,,,,,
07/01/14,Staples,"Post IT - Super Sticky Notes Cabinet Packs, 3"" x 3"", Canary Yellow, 24/Bx ",1, $	19.58 ,,,,,
07/01/14,Staples,Tax,1, $	19.52 ,,,,,
07/01/14,Staples,"Post IT - Super Sticky Notes, 3"" x 3"", Canary Yellow, 12/Pk ",2, $	19.08 ,,,,,
07/09/14,Staples,"Doorstop - No-Slip Rubber, Grey, 1 1/4""H x 2 1/4""W x 4 3/4""L ",, $	18.60 ,,,,,
07/01/14,Staples,"Tape - Caution Barricade Tape,Help Prevent Accidents, 3""x1000',YW ",1, $	18.51 ,,,,,
07/01/14,Staples,"Rubber Bands - #33, 3 1/2"" x 1/8"", 820/Pk ",10, $	18.50 ,,,,,
07/01/14,Staples,Tax,1, $	18.22 ,,,,,
07/09/14,Staples,"Envelopes - Quality Park Inhumed Open-End Jumbo, 12 1/2"" x 18 1/2"", Brown, 25/Pk ",2, $	17.86 ,,,,,
07/01/14,Staples,"Tape - Refill 810, 3/4"" x 1,000"", 1"" Core, 10/Pk ",1, $	17.65 ,,,,,
07/01/14,Staples,"Batteries - Duracell PRO-CELL AA Batteries, 24/Pk ",2, $	16.74 ,,,,,
07/01/14,Staples,"Correction Tape - 1 Line Regular, 1/5"" x 315"", 10/Pk ",5, $	16.55 ,,,,,
07/01/14,Staples,"Labels - Self-Adhesive Polyvinyl Std Diameter Hole Reinforcements, Clear, 1,000/Pk ",5, $	16.50 ,,,,,
07/01/14,Staples,"CD - CD-Recordable Discs, 700MB, 80 Minute, 50/Pk ",3, $	16.38 ,,,,,
07/01/14,Staples,"Binder Clips - Assorted Colored, Small, 3/4"" Width, 3/8"" Capacity, 36/Pk ",10, $	16.10 ,,,,,
07/01/14,Staples,"Pens - Uni-ball Gel-Ink Pens, Medium Point, 0.7 mm, Black Ink / Black Barrel, 12/Pk ",2, $	16.08 ,,,,,
07/01/14,Staples,"Tape - Transparent Tape Refill 600, 3/4"" x 1296"", 1"" Core, 12/Pk ",1, $	15.95 ,,,,,
07/01/14,Staples,"Pens - Grip Ballpoint Stick, Med Point, 1.0 mm, Black Ink / Translucent Barrel, 12/Bx ",12, $	15.72 ,,,,,
07/01/14,Staples,Tax,1, $	15.28 ,,,,,
07/01/14,Staples,"Stapler - Desktop Stapler, Fastening Capacity 20 Sheets/20 lb., Black ",4, $	15.12 ,,,,,
07/01/14,Staples,"Folders - Laminated Twin-Pocket Portfolios, Teal, 8 1/2"" x 11"", 10/Pk ",2, $	14.80 ,,,,,
07/01/14,Staples,"Notebooks - Recycled Twin Wirebound Cover, 1 Subject, 11"" x 9"", 90 Sheets ",6, $	14.52 ,,,,,
07/01/14,Staples,"Laminating Pouches - Badge Size with Clip, 5 Mil, 2 5/8"" x 3 7/8"", Clear, 25/Pk ",2, $	14.50 ,,,,,
07/01/14,Staples,"Binder - Avery Heavy-Duty View, White, 540-Sheet Capacity, 2""",3, $	14.13 ,,,,,
07/01/14,Staples,"Markers - Sanford Tank-Style Highlighters, Fluorescent Orange, 12/Pk ",4, $	14.08 ,,,,,
07/01/14,Staples,"Markers - Sanford Tank-Style Highlighters, Fluorescent Pink, 12/Pk ",4, $	14.04 ,,,,,
07/01/14,Staples,"Paper - HP Glossy Photo Paper, LTR-size, 66 lbs., 8 1/2"" x 11"", 50 Sheets/Pk ",1, $	14.03 ,,,,,
07/01/14,Staples,Tax,1, $	13.85 ,,,,,
07/01/14,Staples,"Post IT - Self-Stick Removable Notes, Blank, Yellow, 3"" x 5"", 12 Pads/Pk ",10, $	13.80 ,,,,,
07/01/14,Staples,Tax,1, $	13.55 ,,,,,
07/01/14,Staples,Tax,1, $	13.28 ,,,,,
07/01/14,Staples,"Register Cash Roll - 1-3/4""x150', 10/PK, White ",2, $	12.98 ,,,,,
07/01/14,Staples,"Binding Combs - Fellowes Plastic, 5/16"", 21-40-Sheet Capacity, Black, 100/Pk ",4, $	12.92 ,,,,,
07/01/14,Staples,"Pens - Uni-ball Gel-Ink Pens, Medium Point, 0.7 mm, Red Ink / Black Barrel, 12/Pk ",1, $	12.56 ,,,,,
07/01/14,Staples,USB - 4GB Relay USB Flash Drive ,2, $	12.44 ,,,,,
07/01/14,Staples,Tax,1, $	11.99 ,,,,,
07/01/14,Staples,"Clock - Round Wall Clock, Black Case, 14"" ",1, $	11.83 ,,,,,
07/01/14,Staples,"Pens - Extra Fine Point, 0.5 mm, Blue Ink / Blue and Green Barrel, 12/Pk ",1, $	11.76 ,,,,,
07/01/14,Staples,"Post IT - Notes, 3"" x 3"", Ultra Colors, 14 Pads/Pack ",1, $	11.73 ,,,,,
07/01/14,Staples,"Paper Clips - Jumbo, Nonskid, 1000/Pk ",3, $	11.49 ,,,,,
07/01/14,Staples,"Display - Clear Plastic Vertical Sign Holder, Clear, 8 1/2"" x 11"" ",5, $	11.45 ,,,,,
07/01/14,Staples,"Pens - Ballpoint Pens, Fine Point, 0.8 mm, Blue Ink / Translucent Barrel, 12/Bx ",12, $	11.04 ,,,,,
07/01/14,Staples,"CD - Recordable Discs, 700MB, 80 Minute, 50/Pk ",2, $	10.92 ,,,,,
07/01/14,Staples,"Cold Pack - Reusable Cold Pack, 4"" x 10"", 1/Bx ",2, $	10.72 ,,,,,
07/01/14,Staples,"Post IT - Notes, 3"" x 3"", Pastel Colors, 12 Pads/Pack ",1, $	10.61 ,,,,,
07/01/14,Staples,"Markers - Sanford Permanent Markers, Fine Tip, Red Ink, 12/Pk ",2, $	10.48 ,,,,,
07/01/14,Staples,"Markers - Permanent Markers, Large Chisel-Tip, Black Ink, 12/Pk ",2, $	10.44 ,,,,,
07/01/14,Staples,"Markers - Permanent Markers, Large Chisel-Tip, Red Ink, 12/Pk ",2, $	10.38 ,,,,,
07/01/14,Staples,"Glue Stick - Avery Permanent-Adhesive, Clear Application, 0.26 oz., 18/Pk ",2, $	10.36 ,,,,,
07/01/14,Staples,Tax,1, $	10.02 ,,,,,
07/01/14,Staples,Tax,1, $	9.94 ,,,,,
07/01/14,Staples,"Correction Tape - 1 Line Regular, 1/5"" x 315"", 10/Pk ",3, $	9.93 ,,,,,
07/01/14,Staples,"Cleaner - Pine-Sol Multi-Surface Cleaner, 144 Oz. ",1, $	9.68 ,,,,,
07/01/14,Staples,"Batteries - Energizer Rechargeable AA Batteries, 4/Pk ",1, $	9.55 ,,,,,
07/01/14,Staples,"Post IT - Self-Stick Removable Notes, Blank, 3"" x 3"", Yellow, Dozen ",10, $	9.30 ,,,,,
07/01/14,Staples,"Post IT -Recycled Notes, Blank, Canary Yellow, 1 1/2"" x 2"", 100 Sheets, 12/Pk ",2, $	9.28 ,,,,,
07/01/14,Staples,"Pens - Ballpoint, Fine Point, 0.8 mm, Blue Ink / Translucent Barrel, 12/Bx ",10, $	9.20 ,,,,,
07/09/14,Staples,"Notebooks - Steno, White, Gregg Ruled, 6"" x 9"", 80 Sheets/Book, 12/Pk ",, $	9.04 ,,,,,
07/01/14,Staples,"Post IT -  1/2"" Portable Flags, Assorted Bright Colors, 1/2"" x 1 7/10"", 100/Pk ",4, $	8.92 ,,,,,
07/01/14,Staples,"Correction Tape - Liquid Paper 2-in-1 Combo, 22ml Bottle, White, 2 per Pk ",3, $	8.91 ,,,,,
07/09/14,Staples,Tax,1, $	8.46 ,,,,,
07/09/14,Staples,Tax,1, $	8.37 ,,,,,
07/01/14,Staples,"Band Aid - Sheer/Wet Flex Variety Pack, 280/Bx ",1, $	8.21 ,,,,,
07/01/14,Staples,"Rubber Bands - #117B, 7"" x 1/8"", 1/4 lb., 50/Pk ",10, $	8.20 ,,,,,
07/01/14,Staples,"Pens - Sanford Uni-ball Stick, Micro Point, 0.5 mm, Red Ink / Black Barrel, 12/Pk ",1, $	7.92 ,,,,,
07/09/14,Staples,Tax,1, $	7.92 ,,,,,
07/01/14,Staples,"Pens - Uni-ball Stick Rollerball, Micro Point, 0.5 mm, Blue Ink / Black Barrel, 12/Pk ",2, $	7.84 ,,,,,
07/01/14,Staples,"Folders - Two-Pocket Covers with Prong Fasteners, Light Blue, 11"" x 8 1/2"", 25/Bx ",1, $	7.69 ,,,,,
07/09/14,Staples,"Dividers -  Plastic Two-Pocket Insertable Tab, 5-Tab, Multicolor, 8 1/2"" x 11""",3, $	7.59 ,,,,,
07/01/14,Staples,"Paper - 8 1/2"" x 11"", 20 lb., Green, 500 Sheets/Rm ",2, $	7.40 ,,,,,
07/01/14,Staples,"Paper - 20 lb., 8 1/2"" x 11"", Pink, 500 Sheets/Rm ",2, $	7.40 ,,,,,
07/01/14,Staples,"Labels - Avery Laser Business Cards, White, 2"" x 3 1/2"", 250/Pk ",1, $	7.31 ,,,,,
07/09/14,Staples,"Binder - Round Rings, White, 175 Sheet Capacity, 1""",5, $	7.30 ,,,,,
07/01/14,Staples,"Hooks - Micro Hooks, White, Holds 0.5 lb., 3/Pk ",5, $	7.05 ,,,,,
07/01/14,Staples,"Scissors - All Purpose Preferred® Straight Scissors, Blue, 8"" ",4, $	6.92 ,,,,,
07/09/14,Staples,"Labels -  24 Labels Per Sheet, Red, 3/4"" Diameter, 1,008/Pk",2, $	6.92 ,,,,,
07/01/14,Staples,"Notebooks - 3-Subject Wirebound, 8"" x 10 1/2"", Wide Ruled, 120 Sheets, 3/Pk ",2, $	6.74 ,,,,,
07/01/14,Staples,"Staples - Premium Staples, 1/4"" Leg Length, 5,000/Bx ",5, $	6.65 ,,,,,
07/01/14,Staples,"Label Holder - C-Line Self-Adhesive Ring Binder, 3/4 x 2 1/2, 1 1/2"" Binder Capacity ",4, $	6.08 ,,,,,
07/01/14,Staples,"Batteries - Duracell® AA Batteries, 4/Pk ",2, $	6.04 ,,,,,
07/09/14,Staples,Tax,1, $	5.75 ,,,,,
07/01/14,Staples,"Glue Sticks - Avery Permanent Glue Stics, Clear, Large, 1.27 oz., 6/Pk ",1, $	5.71 ,,,,,
07/09/14,Staples,"Labels - 24 Labels Per Sheet, Dark Blue, 3/4"" Diameter, 1,008 Labels/Pk",2, $	5.64 ,,,,,
07/09/14,Staples,Tax,1, $	5.32 ,,,,,
07/01/14,Staples,"Markers - Permanent Markers, Large Chisel-Tip, Red Ink, 12/Pk ",1, $	5.19 ,,,,,
07/01/14,Staples,"Markers - Industrial Fine Point Permanent Markers, Fine Point, Black Ink, 12/Pk ",1, $	5.19 ,,,,,
07/01/14,Staples,"Paper Clips - Jumbo, Silver Finish, Jumbo Size, 100/Bx, 10 Boxes/Pk ",1, $	5.10 ,,,,,
07/01/14,Staples,"Markers - Sanford Permanent Marker, Jumbo Chisel Tip, Black Ink ",3, $	4.95 ,,,,,
07/01/14,Staples,"Cleaner - Telephone Cleaning Wipes, 100 Wipes ",2, $	4.88 ,,,,,
07/01/14,Staples,"Pads - Glue-Top Writing Pads, Narrow Ruled, White, 5"" x 8"", 50 Sheets/Pad, 12/Pk ",1, $	4.80 ,,,,,
07/01/14,Staples,"Ink - Cosco 2000Plus Self-Inking Stamp Refill Ink, Red, 0.9 oz. ",2, $	4.74 ,,,,,
07/01/14,Staples,"Tape - Duct Tape, 3"" Core, Transparent, 1.88"" x 20 Yards, 1/Rl ",1, $	4.70 ,,,,,
07/01/14,Staples,Calculator -  SPL-230 8-Digit Display,1, $	4.56 ,,,,,
07/01/14,Staples,"Cable Ties - Reusable Self-Gripping, 1/2"" x 8"" Long, Black, 100/Pk ",1, $	4.51 ,,,,,
07/09/14,Staples,Calculator -  SPL-230 8-Digit Display,1, $	4.33 ,,,,,
07/09/14,Staples,Tax,1, $	4.30 ,,,,,
07/01/14,Staples,"Binder Clips - Assorted Colored, Assorted Sizes, 30/Pk ",3, $	4.29 ,,,,,
07/09/14,Staples,Tax,1, $	4.28 ,,,,,
07/01/14,Staples,"CD/DVD Envelopes - 5""W x 5""H, White, 50/Bx ",6, $	4.26 ,,,,,
07/09/14,Staples,"Dividers -  A-Z Tab, Multicolor, 8 1/2"" x 11"" ",2, $	4.10 ,,,,,
07/09/14,Staples,Tax,1, $	4.00 ,,,,,
07/01/14,Staples,"Folders - Top-Tab File, 1/3 Cut, Manila, LETTER-size Holds 8 1/2"" x 11"", 100/Bx ",2, $	3.94 ,,,,,
07/01/14,Staples,"Folders - Top-Tab File, 1/3 Cut, Manila, LTR-size Holds 8 1/2"" x 11"", 100/Bx ",2, $	3.94 ,,,,,
07/09/14,Staples,"Ruler -  Yardstick with Metal Ends, 36""",2, $	3.92 ,,,,,
07/01/14,Staples,"Rubber Bands - #19, 3 1/2"" x 1/20"", 410/Pk ",5, $	3.90 ,,,,,
07/01/14,Staples,"IT - High Speed USB 2.0 Cables, Pro Series, 16 ft ",1, $	3.83 ,,,,,
07/01/14,Staples,"Paper Clips - Jumbo, Nonskid, 1000/Pk ",1, $	3.83 ,,,,,
07/09/14,Staples,Tax,1, $	3.72 ,,,,,
07/01/14,Staples,"Binder Clips - Black, Mini, 12/Bx ",11, $	3.63 ,,,,,
